0.999942	  0
0.860861	  1
0.849565	  2
0.849567	  3
0.849566	  4
0.849568	  5
0.849567	  6
0.849568	  7
0.849567	  8
0.849565	  9
0.849565	  10
0.849568	  11
0.849571	  12
0.849570	  13
0.849571	  14
0.849572	  15
0.849572	  16
0.849569	  17
0.849568	  18
0.849571	  19
0.849572	  20
0.849573	  21
0.849574	  22
0.849576	  23
0.849574	  24
0.849573	  25
0.849575	  26
0.849575	  27
0.849577	  28
0.849578	  29
0.849578	  30
0.849578	  31
0.849578	  32
0.849577	  33
0.849579	  34
0.849582	  35
0.849581	  36
0.849582	  37
0.849583	  38
0.849581	  39
0.849582	  40
0.849584	  41
0.849585	  42
0.849587	  43
0.849586	  44
0.849585	  45
0.849587	  46
0.849588	  47
0.849590	  48
0.849590	  49
0.849590	  50
0.849590	  51
0.849592	  52
0.849593	  53
0.849594	  54
0.849593	  55
0.849594	  56
0.849595	  57
0.849598	  58
0.849598	  59
0.849597	  60
0.849598	  61
0.849600	  62
0.849601	  63
0.849602	  64
0.849602	  65
0.849604	  66
0.849605	  67
0.849606	  68
0.849607	  69
0.849609	  70
0.849613	  71
0.849613	  72
0.849612	  73
0.849611	  74
0.849612	  75
0.849613	  76
0.849613	  77
0.849615	  78
0.849617	  79
0.849618	  80
0.849620	  81
0.849623	  82
0.849624	  83
0.849623	  84
0.849622	  85
0.849624	  86
0.849625	  87
0.849625	  88
0.849627	  89
0.849630	  90
0.849631	  91
0.849635	  92
0.849635	  93
0.849634	  94
0.849635	  95
0.849637	  96
0.849637	  97
0.849639	  98
0.849641	  99
0.849643	  100
