0.999942	  0
0.836251	  1
0.829112	  2
0.830621	  3
0.830306	  4
0.829656	  5
0.831771	  6
0.828484	  7
0.831120	  8
0.829500	  9
0.830297	  10
0.830787	  11
0.829262	  12
0.831630	  13
0.828730	  14
0.830929	  15
0.829823	  16
0.830045	  17
0.831209	  18
0.828928	  19
0.831384	  20
0.829086	  21
0.830635	  22
0.830259	  23
0.829685	  24
0.831770	  25
0.828463	  26
0.831204	  27
0.829390	  28
0.830395	  29
0.830657	  30
0.829373	  31
0.831673	  32
0.828663	  33
0.830980	  34
0.829740	  35
0.830113	  36
0.831104	  37
0.829014	  38
0.831427	  39
0.829017	  40
0.830687	  41
0.830177	  42
0.829754	  43
0.831659	  44
0.828553	  45
0.831256	  46
0.829307	  47
0.830462	  48
0.830551	  49
0.829458	  50
0.831668	  51
0.828644	  52
0.830987	  53
0.829703	  54
0.830134	  55
0.831044	  56
0.829057	  57
0.831506	  58
0.828914	  59
0.830775	  60
0.830056	  61
0.829857	  62
0.831515	  63
0.828676	  64
0.831304	  65
0.829233	  66
0.830521	  67
0.830461	  68
0.829534	  69
0.831708	  70
0.828586	  71
0.831037	  72
0.829629	  73
0.830195	  74
0.830946	  75
0.829134	  76
0.831556	  77
0.828840	  78
0.830839	  79
0.829964	  80
0.829935	  81
0.831393	  82
0.828780	  83
0.831309	  84
0.829200	  85
0.830541	  86
0.830406	  87
0.829569	  88
0.831784	  89
0.828488	  90
0.831124	  91
0.829515	  92
0.830292	  93
0.830817	  94
0.829242	  95
0.831601	  96
0.828776	  97
0.830894	  98
0.829880	  99
0.830002	  100
