0.999942	  0
0.833212	  1
0.824873	  2
0.823950	  3
0.824006	  4
0.829211	  5
0.824873	  6
0.823950	  7
0.824006	  8
0.829211	  9
0.824873	  10
0.823950	  11
0.824006	  12
0.829211	  13
0.824873	  14
0.823950	  15
0.824006	  16
0.829211	  17
0.824873	  18
0.823950	  19
0.824006	  20
0.829211	  21
0.824873	  22
0.823950	  23
0.824006	  24
0.829211	  25
0.824873	  26
0.823950	  27
0.824006	  28
0.829211	  29
0.824873	  30
0.823950	  31
0.824006	  32
0.829211	  33
0.824873	  34
0.823950	  35
0.824006	  36
0.829211	  37
0.824873	  38
0.823950	  39
0.824006	  40
0.829211	  41
0.824873	  42
0.823950	  43
0.824006	  44
0.829211	  45
0.824873	  46
0.823950	  47
0.824006	  48
0.829211	  49
0.824873	  50
0.823950	  51
0.824006	  52
0.829211	  53
0.824873	  54
0.823950	  55
0.824006	  56
0.829211	  57
0.824873	  58
0.823950	  59
0.824006	  60
0.829211	  61
0.824873	  62
0.823950	  63
0.824006	  64
0.829211	  65
0.824873	  66
0.823950	  67
0.824006	  68
0.829211	  69
0.824873	  70
0.823950	  71
0.824006	  72
0.829211	  73
0.824873	  74
0.823950	  75
0.824006	  76
0.829211	  77
0.824873	  78
0.823950	  79
0.824006	  80
0.829211	  81
0.824873	  82
0.823950	  83
0.824006	  84
0.829211	  85
0.824873	  86
0.823950	  87
0.824006	  88
0.829211	  89
0.824873	  90
0.823950	  91
0.824006	  92
0.829211	  93
0.824873	  94
0.823950	  95
0.824006	  96
0.829211	  97
0.824873	  98
0.823950	  99
0.824006	  100
